po_id,warehouse_id,product_id,po_price_total,po_price_per_unit,unit,manufacturing_date,po_date,arrival_date,expire_date,qty
PO-00498,WH-03,PRD-0039,336974.12,258.02,ชิ้น,2024-07-15,2024-07-17,2024-07-20,2024-07-21,1306
PO-00499,WH-01,PRD-0079,21297.75,18.25,ชิ้น,2023-12-02,2023-12-09,2023-12-17,2027-10-18,1167
PO-00500,WH-03,PRD-0048,67876.55,56.05,ชิ้น,2023-12-13,2023-12-16,2023-12-29,2025-08-13,1211
PO-00501,WH-01,PRD-0010,7965.18,46.58,ชิ้น,2024-08-07,2024-08-12,2024-08-31,2025-11-13,171
PO-00502,WH-03,PRD-0002,718.23,8.07,ชิ้น,2023-12-02,2023-12-06,2023-12-24,2026-01-31,89
PO-00503,WH-01,PRD-0008,336414.82,287.78,ชิ้น,2025-02-23,2025-02-25,2025-02-27,2025-03-01,1169
PO-00504,WH-03,PRD-0006,74340.84,39.48,ชิ้น,2025-04-05,2025-04-08,2025-04-11,2025-04-17,1883
PO-00505,WH-01,PRD-0092,146912.94,104.49,ชิ้น,2023-12-20,2023-12-23,2024-01-11,2025-12-14,1406
PO-00506,WH-02,PRD-0090,231194.7,127.38,ชิ้น,2023-12-02,2023-12-06,2023-12-22,2025-04-22,1815
PO-00507,WH-02,PRD-0059,47512.92,29.64,ชิ้น,2024-01-11,2024-01-14,2024-01-25,2025-06-11,1603
PO-00508,WH-01,PRD-0002,3285.93,8.67,ชิ้น,2023-12-02,2023-12-09,2023-12-10,2026-01-31,379
PO-00509,WH-02,PRD-0010,26660.45,54.97,ชิ้น,2024-05-10,2024-05-13,2024-05-18,2025-08-16,485
PO-00510,WH-01,PRD-0051,47561.5,74.9,ชิ้น,2025-06-04,2025-06-05,2025-06-06,2025-06-08,635
PO-00511,WH-01,PRD-0075,50770.05,38.03,ชิ้น,2023-12-04,2023-12-06,2023-12-14,2025-12-26,1335
PO-00512,WH-02,PRD-0040,113967.63,63.21,ชิ้น,2023-12-17,2023-12-23,2023-12-25,2024-05-15,1803
PO-00513,WH-01,PRD-0074,78329.1,57.3,ชิ้น,2025-02-05,2025-02-12,2025-02-14,2025-08-21,1367
PO-00514,WH-01,PRD-0046,3065.86,50.26,ชิ้น,2025-06-07,2025-06-09,2025-06-12,2025-06-13,61
PO-00515,WH-01,PRD-0033,2492.1,31.95,ชิ้น,2023-12-02,2023-12-03,2023-12-06,2026-07-08,78
PO-00516,WH-02,PRD-0050,176993.04,184.56,ชิ้น,2024-04-19,2024-04-20,2024-04-22,2024-04-23,959
PO-00517,WH-02,PRD-0087,476923.11,245.71,ชิ้น,2023-12-02,2023-12-05,2023-12-24,2026-05-18,1941
PO-00518,WH-03,PRD-0072,27973.75,28.75,ชิ้น,2023-12-02,2023-12-07,2023-12-13,2027-01-08,973
PO-00519,WH-01,PRD-0012,311949.0,246.6,ชิ้น,2023-12-08,2023-12-11,2023-12-17,2025-12-30,1265
PO-00520,WH-01,PRD-0051,50498.28,96.74,ชิ้น,2024-08-04,2024-08-05,2024-08-06,2024-08-08,522
PO-00521,WH-03,PRD-0002,2789.97,8.23,ชิ้น,2023-12-02,2023-12-05,2023-12-22,2026-01-31,339
PO-00522,WH-01,PRD-0024,66416.43,115.91,ชิ้น,2023-12-16,2023-12-17,2024-01-06,2025-12-21,573
PO-00523,WH-01,PRD-0017,61761.96,32.37,ชิ้น,2023-12-02,2023-12-03,2023-12-15,2026-09-10,1908
PO-00524,WH-01,PRD-0021,16182.81,10.71,ชิ้น,2023-12-02,2023-12-03,2023-12-09,2028-06-17,1511
PO-00525,WH-02,PRD-0025,47280.24,31.86,ชิ้น,2024-03-12,2024-03-18,2024-04-07,2024-05-21,1484
PO-00526,WH-03,PRD-0093,18228.0,45.57,ชิ้น,2024-08-26,2024-09-02,2024-09-06,2025-07-30,400
PO-00527,WH-03,PRD-0067,15992.68,8.36,ชิ้น,2023-12-06,2023-12-12,2023-12-24,2024-06-21,1913
PO-00528,WH-01,PRD-0073,67414.06,71.87,ชิ้น,2024-01-28,2024-02-02,2024-02-16,2025-01-11,938
PO-00529,WH-03,PRD-0028,131924.7,162.87,ชิ้น,2023-12-02,2023-12-07,2023-12-10,2026-12-01,810
PO-00530,WH-03,PRD-0094,87239.24,47.08,ชิ้น,2024-07-26,2024-08-01,2024-08-17,2025-11-26,1853
PO-00531,WH-03,PRD-0022,317849.04,217.11,ชิ้น,2025-06-23,2025-06-24,2025-06-25,2025-06-27,1464
PO-00532,WH-02,PRD-0097,123469.12,64.04,ชิ้น,2023-12-02,2023-12-07,2023-12-27,2027-05-17,1928
PO-00533,WH-01,PRD-0028,230101.5,196.5,ชิ้น,2023-12-02,2023-12-07,2023-12-12,2026-12-01,1171
PO-00534,WH-03,PRD-0066,79216.32,76.76,ชิ้น,2025-05-06,2025-05-08,2025-05-11,2025-05-14,1032
PO-00535,WH-01,PRD-0040,88269.08,63.23,ชิ้น,2025-05-11,2025-05-13,2025-05-19,2025-10-08,1396
PO-00536,WH-02,PRD-0093,17006.64,44.52,ชิ้น,2024-03-01,2024-03-06,2024-03-13,2025-02-02,382
PO-00537,WH-02,PRD-0079,19429.59,16.91,ชิ้น,2023-12-02,2023-12-09,2023-12-17,2027-10-18,1149
PO-00538,WH-03,PRD-0018,305228.34,153.69,ชิ้น,2024-02-04,2024-02-05,2024-02-14,2025-07-09,1986
PO-00539,WH-02,PRD-0036,95703.2,154.36,ชิ้น,2025-12-19,2025-12-20,2025-12-21,2025-12-23,620
PO-00540,WH-02,PRD-0009,31377.69,39.87,ชิ้น,2023-12-02,2023-12-08,2023-12-15,2026-05-13,787
PO-00541,WH-01,PRD-0090,175972.44,123.23,ชิ้น,2024-05-10,2024-05-16,2024-05-17,2025-09-29,1428
PO-00542,WH-01,PRD-0017,40440.0,30.0,ชิ้น,2023-12-02,2023-12-03,2023-12-12,2026-09-10,1348
PO-00543,WH-03,PRD-0092,37406.35,105.37,ชิ้น,2023-12-10,2023-12-12,2023-12-27,2025-12-04,355
PO-00544,WH-02,PRD-0064,384187.41,214.51,ชิ้น,2023-12-02,2023-12-08,2023-12-12,2026-01-26,1791
PO-00545,WH-02,PRD-0032,60526.4,39.82,ชิ้น,2024-04-13,2024-04-14,2024-04-21,2024-04-26,1520
PO-00546,WH-01,PRD-0043,49721.73,56.31,ชิ้น,2024-06-20,2024-06-21,2024-06-23,2024-12-27,883
PO-00547,WH-03,PRD-0045,35572.5,21.25,ชิ้น,2024-01-30,2024-02-06,2024-02-21,2025-12-29,1674
PO-00548,WH-02,PRD-0059,20212.44,25.98,ชิ้น,2024-04-29,2024-04-30,2024-05-20,2025-09-28,778
PO-00549,WH-01,PRD-0069,34521.6,107.88,ชิ้น,2024-11-16,2024-11-17,2024-12-08,2025-10-09,320
PO-00550,WH-03,PRD-0021,2260.1,9.7,ชิ้น,2023-12-02,2023-12-09,2023-12-12,2028-06-17,233
PO-00551,WH-02,PRD-0061,239512.08,290.67,ชิ้น,2024-01-12,2024-01-13,2024-01-14,2024-01-15,824
PO-00552,WH-01,PRD-0016,24137.22,40.98,ชิ้น,2024-12-15,2024-12-20,2024-12-29,2025-12-09,589
PO-00553,WH-03,PRD-0009,31726.56,37.68,ชิ้น,2023-12-02,2023-12-04,2023-12-23,2026-05-13,842
PO-00554,WH-01,PRD-0011,74659.92,37.86,ชิ้น,2025-04-13,2025-04-14,2025-05-01,2025-09-23,1972
PO-00555,WH-02,PRD-0008,267083.96,303.16,ชิ้น,2024-12-13,2024-12-15,2024-12-17,2024-12-19,881
PO-00556,WH-01,PRD-0059,20558.1,24.65,ชิ้น,2024-03-11,2024-03-13,2024-03-16,2025-08-10,834
PO-00557,WH-03,PRD-0074,84002.88,49.53,ชิ้น,2024-12-06,2024-12-07,2024-12-17,2025-06-21,1696
PO-00558,WH-02,PRD-0075,74588.28,45.37,ชิ้น,2023-12-06,2023-12-09,2023-12-30,2025-12-28,1644
PO-00559,WH-02,PRD-0005,50316.69,53.93,ชิ้น,2024-03-11,2024-03-17,2024-03-27,2025-05-19,933
PO-00560,WH-01,PRD-0078,75171.36,49.52,ชิ้น,2024-07-02,2024-07-05,2024-07-06,2025-03-31,1518
PO-00561,WH-03,PRD-0039,284596.48,220.96,ชิ้น,2025-03-10,2025-03-11,2025-03-13,2025-03-16,1288
PO-00562,WH-02,PRD-0022,78841.75,242.59,ชิ้น,2024-03-31,2024-04-01,2024-04-03,2024-04-04,325
PO-00563,WH-02,PRD-0019,23634.42,47.94,ชิ้น,2023-12-02,2023-12-08,2023-12-13,2028-07-16,493
PO-00564,WH-02,PRD-0095,150610.72,76.22,ชิ้น,2024-11-22,2024-11-25,2024-12-04,2025-11-05,1976
PO-00565,WH-01,PRD-0087,59187.1,230.3,ชิ้น,2023-12-02,2023-12-09,2023-12-26,2026-05-18,257
PO-00566,WH-01,PRD-0082,165654.99,144.93,ชิ้น,2023-12-02,2023-12-07,2023-12-27,2026-10-03,1143
PO-00567,WH-03,PRD-0013,93359.5,70.46,ชิ้น,2024-05-01,2024-05-07,2024-05-15,2024-06-28,1325
PO-00568,WH-02,PRD-0093,109786.32,57.54,ชิ้น,2024-01-14,2024-01-20,2024-02-09,2024-12-17,1908
PO-00569,WH-03,PRD-0074,39338.28,47.51,ชิ้น,2024-06-24,2024-06-29,2024-07-10,2025-01-07,828
PO-00570,WH-01,PRD-0031,51450.24,33.76,ชิ้น,2024-02-12,2024-02-16,2024-02-22,2025-10-03,1524
PO-00571,WH-03,PRD-0047,5091.83,30.49,ชิ้น,2023-12-02,2023-12-04,2023-12-12,2026-07-02,167
PO-00572,WH-02,PRD-0032,79620.42,39.93,ชิ้น,2024-01-06,2024-01-08,2024-01-10,2024-01-19,1994
PO-00573,WH-03,PRD-0011,72201.06,41.07,ชิ้น,2025-05-26,2025-05-30,2025-06-12,2025-11-05,1758
PO-00574,WH-02,PRD-0004,50469.52,33.16,ชิ้น,2023-12-16,2023-12-23,2024-01-05,2025-12-28,1522
PO-00575,WH-03,PRD-0089,144073.52,100.61,ชิ้น,2024-11-04,2024-11-11,2024-11-26,2025-02-19,1432
PO-00576,WH-03,PRD-0052,45933.68,30.46,ชิ้น,2024-04-17,2024-04-23,2024-05-14,2025-05-21,1508
PO-00577,WH-01,PRD-0043,54734.48,69.46,ชิ้น,2025-02-21,2025-02-24,2025-03-15,2025-08-30,788
PO-00578,WH-02,PRD-0061,215822.88,252.72,ชิ้น,2025-12-16,2025-12-17,2025-12-18,2025-12-19,854
PO-00579,WH-01,PRD-0056,364617.0,191.4,ชิ้น,2024-01-11,2024-01-13,2024-01-24,2025-04-14,1905
PO-00580,WH-02,PRD-0037,10030.1,105.58,ชิ้น,2025-03-11,2025-03-12,2025-03-31,2025-12-13,95
PO-00581,WH-03,PRD-0043,132954.88,68.96,ชิ้น,2025-05-05,2025-05-06,2025-05-17,2025-11-11,1928
PO-00582,WH-02,PRD-0024,132803.9,104.57,ชิ้น,2023-12-13,2023-12-18,2023-12-31,2025-12-18,1270
PO-00583,WH-02,PRD-0051,148866.72,83.68,ชิ้น,2024-03-26,2024-03-27,2024-03-28,2024-03-30,1779
PO-00584,WH-02,PRD-0059,8126.3,24.7,ชิ้น,2024-06-17,2024-06-23,2024-07-12,2025-11-16,329
PO-00585,WH-02,PRD-0016,18027.22,42.82,ชิ้น,2024-04-26,2024-04-27,2024-05-06,2025-04-20,421
PO-00586,WH-03,PRD-0084,68213.55,54.79,ชิ้น,2023-12-02,2023-12-09,2023-12-15,2026-03-13,1245
PO-00587,WH-01,PRD-0054,63969.3,96.05,ชิ้น,2024-10-13,2024-10-15,2024-10-17,2025-04-05,666
PO-00588,WH-03,PRD-0058,40624.05,45.39,ชิ้น,2023-12-02,2023-12-09,2023-12-24,2028-04-24,895
PO-00589,WH-01,PRD-0029,96067.8,50.35,ชิ้น,2023-12-20,2023-12-21,2024-01-08,2024-03-20,1908
PO-00590,WH-03,PRD-0083,84427.06,54.61,ชิ้น,2023-12-02,2023-12-07,2023-12-19,2028-10-26,1546
PO-00591,WH-01,PRD-0022,428919.48,219.06,ชิ้น,2024-12-13,2024-12-14,2024-12-15,2024-12-17,1958
PO-00592,WH-02,PRD-0072,19074.21,27.21,ชิ้น,2023-12-02,2023-12-05,2023-12-14,2027-01-08,701
PO-00593,WH-01,PRD-0095,76190.4,81.4,ชิ้น,2024-08-16,2024-08-23,2024-09-07,2025-07-30,936
PO-00594,WH-02,PRD-0034,343171.78,193.01,ชิ้น,2024-05-23,2024-05-27,2024-05-29,2025-12-03,1778
PO-00595,WH-02,PRD-0015,22372.35,50.05,ชิ้น,2023-12-02,2023-12-04,2023-12-25,2028-06-27,447
PO-00596,WH-01,PRD-0087,323047.76,220.36,ชิ้น,2023-12-02,2023-12-09,2023-12-20,2026-05-18,1466
PO-00597,WH-01,PRD-0095,41283.75,81.75,ชิ้น,2024-07-25,2024-07-29,2024-08-03,2025-07-08,505
PO-00598,WH-02,PRD-0074,46926.0,54.0,ชิ้น,2025-01-21,2025-01-23,2025-01-30,2025-08-06,869
PO-00599,WH-01,PRD-0060,48775.1,175.45,ชิ้น,2024-01-02,2024-01-08,2024-01-10,2025-05-11,278
PO-00600,WH-03,PRD-0098,172886.0,116.5,ชิ้น,2023-12-04,2023-12-11,2023-12-26,2025-12-26,1484
PO-00601,WH-01,PRD-0069,11271.0,112.71,ชิ้น,2024-06-07,2024-06-10,2024-07-01,2025-04-30,100
PO-00602,WH-03,PRD-0067,1031.03,7.21,ชิ้น,2024-05-05,2024-05-09,2024-05-15,2024-11-19,143
PO-00603,WH-01,PRD-0094,8653.52,47.03,ชิ้น,2024-05-13,2024-05-17,2024-05-24,2025-09-13,184
PO-00604,WH-02,PRD-0016,4760.08,45.77,ชิ้น,2024-03-27,2024-04-01,2024-04-05,2025-03-21,104
PO-00605,WH-01,PRD-0099,137439.12,85.26,ชิ้น,2025-01-17,2025-01-23,2025-01-26,2025-11-19,1612
PO-00606,WH-01,PRD-0064,311387.3,163.03,ชิ้น,2023-12-02,2023-12-03,2023-12-10,2026-01-26,1910
PO-00607,WH-03,PRD-0049,55470.44,73.18,ชิ้น,2024-05-07,2024-05-12,2024-05-25,2024-11-14,758
PO-00608,WH-03,PRD-0023,5396.56,51.89,ชิ้น,2023-12-02,2023-12-04,2023-12-23,2026-10-27,104
PO-00609,WH-03,PRD-0093,94064.4,52.2,ชิ้น,2024-04-06,2024-04-09,2024-04-14,2025-03-10,1802
PO-00610,WH-02,PRD-0093,65631.0,50.1,ชิ้น,2024-11-03,2024-11-09,2024-11-16,2025-10-07,1310
PO-00611,WH-01,PRD-0031,10474.2,26.45,ชิ้น,2024-03-24,2024-03-26,2024-04-15,2025-11-13,396
PO-00612,WH-03,PRD-0025,37136.5,28.9,ชิ้น,2023-12-03,2023-12-06,2023-12-18,2024-02-11,1285
PO-00613,WH-03,PRD-0061,422977.8,287.74,ชิ้น,2024-07-16,2024-07-17,2024-07-18,2024-07-19,1470
PO-00614,WH-01,PRD-0017,29486.04,32.19,ชิ้น,2023-12-02,2023-12-07,2023-12-19,2026-09-10,916
PO-00615,WH-02,PRD-0005,42166.18,48.86,ชิ้น,2023-12-27,2024-01-01,2024-01-16,2025-03-05,863
PO-00616,WH-03,PRD-0006,17921.87,41.39,ชิ้น,2025-04-24,2025-04-25,2025-05-04,2025-05-06,433
PO-00617,WH-01,PRD-0021,7104.8,8.56,ชิ้น,2023-12-02,2023-12-03,2023-12-19,2028-06-17,830
PO-00618,WH-01,PRD-0016,33570.39,38.99,ชิ้น,2024-10-27,2024-11-03,2024-11-21,2025-10-21,861
PO-00619,WH-03,PRD-0029,69901.18,48.61,ชิ้น,2024-06-06,2024-06-12,2024-06-15,2024-09-05,1438
PO-00620,WH-03,PRD-0064,350778.5,209.42,ชิ้น,2023-12-02,2023-12-06,2023-12-15,2026-01-26,1675
PO-00621,WH-02,PRD-0069,159398.64,96.84,ชิ้น,2024-03-13,2024-03-16,2024-03-31,2025-02-03,1646
PO-00622,WH-02,PRD-0097,19750.98,62.11,ชิ้น,2023-12-02,2023-12-04,2023-12-09,2027-05-17,318
PO-00623,WH-01,PRD-0019,90773.68,46.96,ชิ้น,2023-12-02,2023-12-03,2023-12-24,2028-07-16,1933
PO-00624,WH-03,PRD-0014,48969.36,75.57,ชิ้น,2023-12-21,2023-12-24,2024-01-11,2025-10-21,648
PO-00625,WH-03,PRD-0086,159080.22,131.58,ชิ้น,2023-12-02,2023-12-09,2023-12-30,2026-04-01,1209
PO-00626,WH-01,PRD-0024,207403.15,133.55,ชิ้น,2023-12-14,2023-12-15,2023-12-28,2025-12-19,1553
PO-00627,WH-03,PRD-0024,79287.0,107.0,ชิ้น,2023-12-22,2023-12-23,2024-01-05,2025-12-27,741
PO-00628,WH-03,PRD-0032,78129.12,46.84,ชิ้น,2024-08-08,2024-08-09,2024-08-20,2024-08-21,1668
PO-00629,WH-03,PRD-0015,7277.95,44.65,ชิ้น,2023-12-02,2023-12-08,2023-12-24,2028-06-27,163
PO-00630,WH-01,PRD-0036,236726.7,135.66,ชิ้น,2025-04-12,2025-04-13,2025-04-14,2025-04-16,1745
PO-00631,WH-02,PRD-0072,43873.9,26.9,ชิ้น,2023-12-02,2023-12-07,2023-12-18,2027-01-08,1631
PO-00632,WH-01,PRD-0020,558756.24,298.96,ชิ้น,2024-03-23,2024-03-30,2024-04-12,2025-07-18,1869
PO-00633,WH-02,PRD-0023,61170.8,43.6,ชิ้น,2023-12-02,2023-12-09,2023-12-19,2026-10-27,1403
PO-00634,WH-02,PRD-0085,84430.92,162.68,ชิ้น,2024-06-03,2024-06-07,2024-06-19,2025-11-28,519
PO-00635,WH-01,PRD-0050,149305.92,215.76,ชิ้น,2025-04-02,2025-04-03,2025-04-05,2025-04-06,692
PO-00636,WH-02,PRD-0041,189177.62,155.83,ชิ้น,2024-01-15,2024-01-21,2024-01-24,2025-07-23,1214
PO-00637,WH-01,PRD-0048,62430.92,67.42,ชิ้น,2024-02-08,2024-02-09,2024-02-12,2025-10-09,926
PO-00638,WH-03,PRD-0073,58050.0,77.4,ชิ้น,2024-04-19,2024-04-20,2024-05-09,2025-04-03,750
PO-00639,WH-01,PRD-0086,192876.3,156.81,ชิ้น,2023-12-02,2023-12-07,2023-12-14,2026-04-01,1230
PO-00640,WH-02,PRD-0076,41196.82,42.34,ชิ้น,2023-12-13,2023-12-20,2023-12-26,2025-12-12,973
PO-00641,WH-02,PRD-0008,428648.55,252.89,ชิ้น,2024-04-20,2024-04-21,2024-04-24,2024-04-26,1695
PO-00642,WH-02,PRD-0022,97258.7,260.05,ชิ้น,2024-02-12,2024-02-13,2024-02-14,2024-02-16,374
PO-00643,WH-03,PRD-0018,211143.4,150.28,ชิ้น,2024-02-18,2024-02-19,2024-02-26,2025-07-23,1405
PO-00644,WH-01,PRD-0074,86648.17,54.53,ชิ้น,2025-01-18,2025-01-22,2025-02-09,2025-08-03,1589
PO-00645,WH-03,PRD-0073,77615.12,79.28,ชิ้น,2024-09-16,2024-09-21,2024-10-07,2025-08-31,979
PO-00646,WH-01,PRD-0028,64923.12,167.76,ชิ้น,2023-12-02,2023-12-06,2023-12-14,2026-12-01,387
PO-00647,WH-03,PRD-0011,63013.71,38.73,ชิ้น,2025-02-22,2025-02-28,2025-03-13,2025-08-04,1627
PO-00648,WH-01,PRD-0087,246839.36,248.83,ชิ้น,2023-12-02,2023-12-08,2023-12-27,2026-05-18,992
PO-00649,WH-03,PRD-0068,51742.53,39.11,ชิ้น,2024-09-05,2024-09-09,2024-09-21,2025-07-06,1323
PO-00650,WH-03,PRD-0031,53023.02,26.97,ชิ้น,2024-05-11,2024-05-17,2024-06-05,2025-12-31,1966
PO-00651,WH-03,PRD-0090,86238.9,126.45,ชิ้น,2024-05-04,2024-05-05,2024-05-26,2025-09-23,682
PO-00652,WH-02,PRD-0099,59922.24,82.88,ชิ้น,2023-12-17,2023-12-22,2024-01-10,2024-10-18,723
PO-00653,WH-02,PRD-0082,52479.92,124.36,ชิ้น,2023-12-02,2023-12-04,2023-12-06,2026-10-03,422
PO-00654,WH-01,PRD-0021,10812.5,8.65,ชิ้น,2023-12-02,2023-12-09,2023-12-10,2028-06-17,1250
PO-00655,WH-02,PRD-0100,222877.6,213.28,ชิ้น,2024-09-05,2024-09-08,2024-09-16,2024-09-18,1045
PO-00656,WH-02,PRD-0037,7112.96,111.14,ชิ้น,2023-12-02,2023-12-04,2023-12-18,2024-09-04,64
PO-00657,WH-02,PRD-0072,24587.4,28.59,ชิ้น,2023-12-02,2023-12-07,2023-12-21,2027-01-08,860
PO-00658,WH-02,PRD-0064,127799.87,193.93,ชิ้น,2023-12-02,2023-12-07,2023-12-22,2026-01-26,659
PO-00659,WH-01,PRD-0040,71765.55,78.95,ชิ้น,2024-12-30,2025-01-02,2025-01-16,2025-05-29,909
PO-00660,WH-01,PRD-0089,69079.68,119.93,ชิ้น,2024-01-04,2024-01-05,2024-01-19,2024-04-20,576
PO-00661,WH-02,PRD-0032,32298.76,46.54,ชิ้น,2025-03-27,2025-03-29,2025-03-30,2025-04-09,694
PO-00662,WH-03,PRD-0076,40110.0,47.75,ชิ้น,2023-12-20,2023-12-24,2024-01-13,2025-12-19,840
PO-00663,WH-02,PRD-0024,97501.43,102.31,ชิ้น,2023-12-22,2023-12-27,2024-01-17,2025-12-27,953
PO-00664,WH-01,PRD-0046,62110.8,51.12,ชิ้น,2024-07-17,2024-07-19,2024-07-20,2024-07-23,1215
PO-00665,WH-03,PRD-0007,38912.9,48.1,ชิ้น,2023-12-10,2023-12-12,2023-12-24,2024-07-20,809
PO-00666,WH-01,PRD-0045,7919.2,20.84,ชิ้น,2023-12-31,2024-01-04,2024-01-11,2025-11-29,380
PO-00667,WH-02,PRD-0055,37243.1,70.27,ชิ้น,2024-03-20,2024-03-23,2024-04-12,2025-12-15,530
PO-00668,WH-03,PRD-0038,155257.13,117.53,ชิ้น,2025-02-04,2025-02-09,2025-02-20,2025-12-12,1321
PO-00669,WH-02,PRD-0079,16433.64,21.51,ชิ้น,2023-12-02,2023-12-06,2023-12-20,2027-10-18,764
PO-00670,WH-02,PRD-0032,34310.76,47.26,ชิ้น,2024-09-26,2024-09-28,2024-10-03,2024-10-09,726
PO-00671,WH-02,PRD-0091,74013.12,44.64,ชิ้น,2024-10-09,2024-10-14,2024-10-18,2025-06-11,1658
PO-00672,WH-03,PRD-0051,171054.0,87.72,ชิ้น,2024-08-08,2024-08-09,2024-08-11,2024-08-12,1950
PO-00673,WH-03,PRD-0036,134118.32,137.84,ชิ้น,2025-07-12,2025-07-13,2025-07-15,2025-07-16,973
PO-00674,WH-01,PRD-0034,222249.88,197.38,ชิ้น,2024-05-18,2024-05-24,2024-06-11,2025-11-28,1126
PO-00675,WH-01,PRD-0022,108732.58,213.62,ชิ้น,2024-11-02,2024-11-03,2024-11-04,2024-11-06,509
PO-00676,WH-03,PRD-0078,59189.94,57.69,ชิ้น,2024-03-22,2024-03-27,2024-04-14,2024-12-19,1026
PO-00677,WH-03,PRD-0083,84983.91,68.37,ชิ้น,2023-12-02,2023-12-05,2023-12-09,2028-10-26,1243
PO-00678,WH-01,PRD-0032,13128.82,50.11,ชิ้น,2025-07-08,2025-07-12,2025-07-15,2025-07-21,262
PO-00679,WH-03,PRD-0008,106348.96,263.24,ชิ้น,2025-04-05,2025-04-06,2025-04-10,2025-04-11,404
PO-00680,WH-02,PRD-0042,147252.17,77.87,ชิ้น,2024-11-22,2024-11-24,2024-12-04,2025-03-29,1891
PO-00681,WH-03,PRD-0081,298758.96,180.41,ชิ้น,2024-11-10,2024-11-12,2024-11-19,2024-11-20,1656
PO-00682,WH-01,PRD-0075,82399.95,45.55,ชิ้น,2023-12-02,2023-12-04,2023-12-05,2025-12-24,1809
PO-00683,WH-02,PRD-0006,27050.3,43.7,ชิ้น,2024-10-08,2024-10-12,2024-10-13,2024-10-20,619
PO-00684,WH-03,PRD-0019,52586.42,40.42,ชิ้น,2023-12-02,2023-12-03,2023-12-04,2028-07-16,1301
PO-00685,WH-03,PRD-0019,77671.79,42.19,ชิ้น,2023-12-02,2023-12-04,2023-12-08,2028-07-16,1841
PO-00686,WH-03,PRD-0027,57371.26,31.54,ชิ้น,2023-12-27,2024-01-03,2024-01-15,2025-12-07,1819
PO-00687,WH-03,PRD-0068,48336.16,38.12,ชิ้น,2024-05-19,2024-05-24,2024-06-04,2025-03-19,1268
PO-00688,WH-03,PRD-0081,324965.3,183.7,ชิ้น,2023-12-04,2023-12-07,2023-12-11,2023-12-14,1769
PO-00689,WH-03,PRD-0011,50829.68,39.16,ชิ้น,2024-02-10,2024-02-13,2024-02-25,2024-07-22,1298
PO-00690,WH-02,PRD-0071,97044.59,222.07,ชิ้น,2024-05-17,2024-05-21,2024-06-03,2025-07-01,437
PO-00691,WH-01,PRD-0029,8658.54,43.73,ชิ้น,2025-06-09,2025-06-14,2025-06-26,2025-09-08,198
PO-00692,WH-01,PRD-0007,34361.1,52.3,ชิ้น,2024-06-14,2024-06-21,2024-07-05,2025-01-23,657
PO-00693,WH-03,PRD-0021,13867.95,8.85,ชิ้น,2023-12-02,2023-12-09,2023-12-17,2028-06-17,1567
PO-00694,WH-02,PRD-0025,25862.78,26.23,ชิ้น,2024-08-29,2024-09-02,2024-09-09,2024-11-07,986
PO-00695,WH-01,PRD-0084,4992.24,56.73,ชิ้น,2023-12-02,2023-12-08,2023-12-23,2026-03-13,88
PO-00696,WH-03,PRD-0092,103912.33,115.33,ชิ้น,2023-12-27,2024-01-03,2024-01-21,2025-12-21,901
PO-00697,WH-01,PRD-0004,45807.6,38.82,ชิ้น,2023-12-12,2023-12-18,2023-12-23,2025-12-24,1180
PO-00698,WH-02,PRD-0073,73011.66,87.86,ชิ้น,2023-12-27,2023-12-29,2024-01-19,2024-12-10,831
PO-00699,WH-03,PRD-0012,370041.0,263.0,ชิ้น,2023-12-09,2023-12-12,2023-12-15,2025-12-31,1407
PO-00700,WH-02,PRD-0060,94042.65,216.19,ชิ้น,2024-05-04,2024-05-06,2024-05-17,2025-09-11,435
PO-00701,WH-01,PRD-0008,155772.1,301.3,ชิ้น,2024-12-11,2024-12-12,2024-12-14,2024-12-17,517
PO-00702,WH-03,PRD-0021,14654.42,11.29,ชิ้น,2023-12-02,2023-12-06,2023-12-19,2028-06-17,1298
PO-00703,WH-01,PRD-0044,146361.6,151.2,ชิ้น,2025-12-18,2025-12-19,2025-12-23,2025-12-29,968
PO-00704,WH-01,PRD-0026,397084.95,356.13,ชิ้น,2025-08-31,2025-09-01,2025-09-02,2025-09-05,1115
PO-00705,WH-01,PRD-0018,52903.5,162.78,ชิ้น,2024-04-26,2024-04-27,2024-05-04,2025-09-29,325
PO-00706,WH-01,PRD-0027,14190.8,27.29,ชิ้น,2023-12-14,2023-12-17,2023-12-31,2025-11-24,520
PO-00707,WH-02,PRD-0060,37865.08,201.41,ชิ้น,2024-02-02,2024-02-08,2024-02-22,2025-06-11,188
PO-00708,WH-02,PRD-0059,57584.8,29.38,ชิ้น,2024-03-23,2024-03-30,2024-04-13,2025-08-22,1960
PO-00709,WH-02,PRD-0019,59175.82,45.59,ชิ้น,2023-12-02,2023-12-09,2023-12-20,2028-07-16,1298
PO-00710,WH-03,PRD-0032,6565.3,39.55,ชิ้น,2025-09-19,2025-09-22,2025-09-26,2025-10-02,166
PO-00711,WH-01,PRD-0008,661522.32,334.44,ชิ้น,2024-07-25,2024-07-27,2024-07-29,2024-07-31,1978
PO-00712,WH-01,PRD-0022,24666.7,226.3,ชิ้น,2025-12-04,2025-12-05,2025-12-06,2025-12-08,109
PO-00713,WH-03,PRD-0017,21320.0,32.5,ชิ้น,2023-12-02,2023-12-09,2023-12-28,2026-09-10,656
