promotion_id,promotion_type,discount,product_id,start_date,end_date
PRM-129,percentage_off,20,PRD-0056,2025-01-10,2025-02-26
PRM-129,percentage_off,20,PRD-0020,2025-01-10,2025-02-26
PRM-130,percentage_off,15,PRD-0022,2025-04-30,2025-05-31
PRM-131,bundle,10,PRD-0014,2025-06-29,2025-07-17
PRM-131,bundle,10,PRD-0011,2025-06-29,2025-07-17
PRM-131,bundle,10,PRD-0098,2025-06-29,2025-07-17
PRM-131,bundle,10,PRD-0021,2025-06-29,2025-07-17
PRM-132,buy_x_get_y,20,PRD-0056,2024-06-06,2024-07-09
PRM-133,buy_x_get_y,25,PRD-0092,2024-09-29,2024-11-20
PRM-133,buy_x_get_y,25,PRD-0072,2024-09-29,2024-11-20
PRM-133,buy_x_get_y,25,PRD-0087,2024-09-29,2024-11-20
PRM-133,buy_x_get_y,25,PRD-0068,2024-09-29,2024-11-20
PRM-133,buy_x_get_y,25,PRD-0076,2024-09-29,2024-11-20
PRM-134,bundle,25,PRD-0069,2024-06-10,2024-08-09
PRM-134,bundle,25,PRD-0085,2024-06-10,2024-08-09
PRM-134,bundle,25,PRD-0073,2024-06-10,2024-08-09
PRM-134,bundle,25,PRD-0028,2024-06-10,2024-08-09
PRM-134,bundle,25,PRD-0058,2024-06-10,2024-08-09
PRM-135,clearance,40,PRD-0036,2025-09-17,2025-11-16
PRM-135,clearance,40,PRD-0041,2025-09-17,2025-11-16
PRM-135,clearance,40,PRD-0034,2025-09-17,2025-11-16
PRM-135,clearance,40,PRD-0078,2025-09-17,2025-11-16
PRM-136,buy_x_get_y,20,PRD-0049,2024-07-19,2024-08-20
PRM-136,buy_x_get_y,20,PRD-0099,2024-07-19,2024-08-20
PRM-136,buy_x_get_y,20,PRD-0069,2024-07-19,2024-08-20
PRM-137,clearance,30,PRD-0007,2025-08-18,2025-09-01
PRM-137,clearance,30,PRD-0030,2025-08-18,2025-09-01
PRM-138,percentage_off,50,PRD-0092,2025-02-08,2025-03-28
PRM-138,percentage_off,50,PRD-0095,2025-02-08,2025-03-28
PRM-138,percentage_off,50,PRD-0018,2025-02-08,2025-03-28
PRM-138,percentage_off,50,PRD-0007,2025-02-08,2025-03-28
PRM-138,percentage_off,50,PRD-0067,2025-02-08,2025-03-28
PRM-139,buy_x_get_y,25,PRD-0066,2024-05-09,2024-05-31
PRM-140,percentage_off,20,PRD-0044,2025-07-05,2025-08-16
PRM-141,percentage_off,25,PRD-0018,2024-09-24,2024-10-22
PRM-141,percentage_off,25,PRD-0023,2024-09-24,2024-10-22
PRM-141,percentage_off,25,PRD-0006,2024-09-24,2024-10-22
PRM-141,percentage_off,25,PRD-0055,2024-09-24,2024-10-22
PRM-141,percentage_off,25,PRD-0063,2024-09-24,2024-10-22
PRM-142,buy_x_get_y,25,PRD-0067,2024-08-13,2024-10-03
PRM-143,buy_x_get_y,50,PRD-0011,2024-03-14,2024-04-17
PRM-143,buy_x_get_y,50,PRD-0095,2024-03-14,2024-04-17
PRM-143,buy_x_get_y,50,PRD-0098,2024-03-14,2024-04-17
PRM-143,buy_x_get_y,50,PRD-0042,2024-03-14,2024-04-17
PRM-143,buy_x_get_y,50,PRD-0059,2024-03-14,2024-04-17
PRM-144,buy_x_get_y,33,PRD-0098,2024-12-11,2024-12-19
PRM-145,percentage_off,5,PRD-0011,2024-01-25,2024-03-23
PRM-146,bundle,15,PRD-0011,2025-10-14,2025-11-27
PRM-147,buy_x_get_y,50,PRD-0083,2024-04-10,2024-05-15
PRM-147,buy_x_get_y,50,PRD-0048,2024-04-10,2024-05-15
PRM-147,buy_x_get_y,50,PRD-0008,2024-04-10,2024-05-15
PRM-147,buy_x_get_y,50,PRD-0081,2024-04-10,2024-05-15
PRM-147,buy_x_get_y,50,PRD-0096,2024-04-10,2024-05-15
PRM-148,percentage_off,15,PRD-0087,2024-12-27,2025-01-23
PRM-148,percentage_off,15,PRD-0015,2024-12-27,2025-01-23
PRM-148,percentage_off,15,PRD-0065,2024-12-27,2025-01-23
PRM-148,percentage_off,15,PRD-0083,2024-12-27,2025-01-23
PRM-149,bundle,20,PRD-0070,2024-09-24,2024-10-11
PRM-150,buy_x_get_y,50,PRD-0099,2024-10-21,2024-11-28
PRM-150,buy_x_get_y,50,PRD-0010,2024-10-21,2024-11-28
PRM-150,buy_x_get_y,50,PRD-0020,2024-10-21,2024-11-28
PRM-150,buy_x_get_y,50,PRD-0023,2024-10-21,2024-11-28
PRM-150,buy_x_get_y,50,PRD-0098,2024-10-21,2024-11-28
