stock_movement_id,po_id,receive_date,transfer_date,store_id,warehouse_id,qty
SM-01218,PO-00318,2024-07-31,2024-08-01,STR-008,WH-03,103
SM-01219,PO-00619,2024-06-17,2024-06-18,STR-003,WH-03,145
SM-01220,PO-01095,2024-11-15,2024-11-18,STR-006,WH-03,158
SM-01221,PO-01665,2024-02-29,2024-03-05,STR-006,WH-02,15
SM-01222,PO-01368,2025-07-17,2025-07-17,STR-003,WH-03,190
SM-01223,PO-00739,2024-03-10,2024-03-15,STR-006,WH-02,119
SM-01224,PO-00392,2024-05-07,2024-05-09,STR-002,WH-02,91
SM-01225,PO-02064,2024-05-10,2024-05-10,STR-004,WH-03,11
SM-01226,PO-01983,2025-10-15,2025-10-18,STR-008,WH-01,41
SM-01227,PO-00905,2024-12-29,2024-12-30,STR-001,WH-03,12
SM-01228,PO-02439,2024-06-06,2024-06-07,STR-003,WH-02,112
SM-01229,PO-02252,2024-01-21,2024-01-24,STR-010,WH-01,96
SM-01230,PO-00824,2024-12-27,2024-12-30,STR-008,WH-01,124
SM-01231,PO-00980,2025-12-17,2025-12-18,STR-003,WH-01,72
SM-01232,PO-00339,2024-01-26,2024-01-30,STR-010,WH-02,82
SM-01233,PO-01020,2023-12-21,2023-12-25,STR-002,WH-03,118
SM-01234,PO-01685,2025-05-06,2025-05-07,STR-006,WH-02,54
SM-01235,PO-00908,2024-08-19,2024-08-20,STR-004,WH-01,115
SM-01236,PO-01458,2025-01-05,2025-01-05,STR-006,WH-02,117
SM-01237,PO-00597,2024-08-04,2024-08-07,STR-005,WH-01,94
SM-01238,PO-01386,2025-09-15,2025-09-15,STR-003,WH-01,45
SM-01239,PO-00222,2025-03-05,2025-03-09,STR-004,WH-03,24
SM-01240,PO-00590,2023-12-21,2023-12-24,STR-008,WH-03,38
SM-01241,PO-00032,2024-11-03,2024-11-07,STR-001,WH-01,150
SM-01242,PO-01997,2023-12-15,2023-12-20,STR-001,WH-02,10
SM-01243,PO-01308,2024-01-05,2024-01-06,STR-008,WH-01,55
SM-01244,PO-00341,2025-01-11,2025-01-15,STR-009,WH-03,126
SM-01245,PO-02453,2024-12-11,2024-12-11,STR-004,WH-03,103
SM-01246,PO-00769,2024-01-01,2024-01-03,STR-010,WH-03,14
SM-01247,PO-01518,2023-12-31,2024-01-03,STR-005,WH-01,197
SM-01248,PO-02387,2025-11-19,2025-11-21,STR-006,WH-01,94
SM-01249,PO-01938,2024-10-20,2024-10-25,STR-001,WH-02,28
SM-01250,PO-00772,2023-12-05,2023-12-10,STR-003,WH-03,68
SM-01251,PO-00132,2024-09-15,2024-09-17,STR-003,WH-03,111
SM-01252,PO-01086,2024-03-05,2024-03-10,STR-007,WH-02,95
SM-01253,PO-01356,2024-05-27,2024-05-28,STR-002,WH-01,46
SM-01254,PO-00142,2023-12-26,2023-12-27,STR-005,WH-02,92
SM-01255,PO-01249,2024-01-20,2024-01-21,STR-009,WH-02,90
SM-01256,PO-00404,2024-02-02,2024-02-04,STR-001,WH-01,58
SM-01257,PO-01166,2024-01-05,2024-01-07,STR-007,WH-02,67
SM-01258,PO-01707,2024-10-25,2024-10-26,STR-004,WH-01,90
SM-01259,PO-01975,2023-12-10,2023-12-13,STR-006,WH-03,34
SM-01260,PO-01907,2024-10-28,2024-11-02,STR-001,WH-02,148
SM-01261,PO-01155,2023-12-28,2023-12-31,STR-002,WH-01,69
SM-01262,PO-01847,2024-05-01,2024-05-03,STR-008,WH-01,34
SM-01263,PO-01895,2025-01-01,2025-01-04,STR-001,WH-01,122
SM-01264,PO-00252,2023-12-28,2023-12-31,STR-002,WH-01,190
SM-01265,PO-00695,2023-12-25,2023-12-27,STR-009,WH-01,37
SM-01266,PO-02316,2023-12-17,2023-12-21,STR-008,WH-03,174
SM-01267,PO-02209,2024-07-09,2024-07-14,STR-006,WH-02,37
SM-01268,PO-01860,2025-01-09,2025-01-13,STR-007,WH-03,105
SM-01269,PO-00151,2025-08-23,2025-08-23,STR-006,WH-01,136
SM-01270,PO-00970,2023-12-04,2023-12-05,STR-010,WH-01,189
SM-01271,PO-00284,2023-12-19,2023-12-22,STR-001,WH-03,194
SM-01272,PO-01488,2025-03-28,2025-03-28,STR-010,WH-03,165
SM-01273,PO-02246,2025-01-13,2025-01-14,STR-004,WH-03,134
SM-01274,PO-02412,2024-08-09,2024-08-12,STR-004,WH-01,174
SM-01275,PO-02047,2025-07-15,2025-07-20,STR-001,WH-02,192
SM-01276,PO-01056,2023-12-08,2023-12-12,STR-005,WH-02,99
SM-01277,PO-01213,2025-02-14,2025-02-14,STR-006,WH-01,156
SM-01278,PO-00830,2024-04-14,2024-04-15,STR-006,WH-01,179
SM-01279,PO-02038,2024-09-16,2024-09-17,STR-007,WH-02,157
SM-01280,PO-01069,2023-12-26,2023-12-27,STR-007,WH-02,130
SM-01281,PO-02204,2023-12-06,2023-12-08,STR-006,WH-03,177
SM-01282,PO-00747,2023-12-24,2023-12-29,STR-008,WH-01,179
SM-01283,PO-00656,2023-12-18,2023-12-20,STR-007,WH-02,63
SM-01284,PO-01569,2024-02-25,2024-03-01,STR-002,WH-03,121
SM-01285,PO-02100,2024-11-03,2024-11-04,STR-001,WH-02,16
SM-01286,PO-02484,2023-12-26,2023-12-27,STR-004,WH-03,160
SM-01287,PO-00279,2025-01-22,2025-01-22,STR-010,WH-01,10
SM-01288,PO-02277,2024-09-12,2024-09-12,STR-002,WH-03,22
SM-01289,PO-00201,2024-03-21,2024-03-25,STR-004,WH-03,186
SM-01290,PO-01664,2023-12-24,2023-12-25,STR-003,WH-01,98
SM-01291,PO-02146,2024-04-10,2024-04-14,STR-008,WH-02,136
SM-01292,PO-00204,2023-12-22,2023-12-27,STR-002,WH-03,128
SM-01293,PO-00550,2023-12-14,2023-12-16,STR-007,WH-03,35
SM-01294,PO-00431,2024-12-04,2024-12-08,STR-010,WH-02,175
SM-01295,PO-02458,2025-04-16,2025-04-16,STR-007,WH-03,17
SM-01296,PO-02011,2025-04-03,2025-04-04,STR-008,WH-03,162
SM-01297,PO-01483,2023-12-18,2023-12-23,STR-007,WH-03,185
SM-01298,PO-00460,2024-05-13,2024-05-15,STR-010,WH-03,19
SM-01299,PO-01451,2024-07-09,2024-07-12,STR-002,WH-02,112
SM-01300,PO-00984,2024-01-13,2024-01-17,STR-010,WH-01,82
SM-01301,PO-02174,2023-12-20,2023-12-23,STR-010,WH-03,21
SM-01302,PO-00200,2023-12-25,2023-12-26,STR-008,WH-03,118
SM-01303,PO-01913,2025-02-26,2025-03-03,STR-005,WH-02,116
SM-01304,PO-01937,2025-04-03,2025-04-08,STR-004,WH-02,40
SM-01305,PO-02257,2024-11-24,2024-11-24,STR-003,WH-01,135
SM-01306,PO-02035,2023-12-23,2023-12-27,STR-005,WH-02,82
SM-01307,PO-02045,2024-04-25,2024-04-25,STR-008,WH-02,105
SM-01308,PO-01365,2024-05-08,2024-05-10,STR-009,WH-02,147
SM-01309,PO-00964,2025-08-13,2025-08-13,STR-006,WH-02,158
SM-01310,PO-02418,2024-01-19,2024-01-21,STR-008,WH-01,99
SM-01311,PO-00593,2024-09-07,2024-09-12,STR-001,WH-01,61
SM-01312,PO-00253,2023-12-16,2023-12-20,STR-007,WH-01,173
SM-01313,PO-02368,2024-11-25,2024-11-29,STR-002,WH-02,135
SM-01314,PO-00459,2024-01-14,2024-01-19,STR-010,WH-02,117
SM-01315,PO-02398,2023-12-24,2023-12-26,STR-010,WH-02,104
SM-01316,PO-00979,2024-06-09,2024-06-10,STR-001,WH-02,72
SM-01317,PO-02274,2024-04-25,2024-04-27,STR-008,WH-02,20
SM-01318,PO-01315,2025-11-21,2025-11-21,STR-007,WH-01,141
SM-01319,PO-01956,2024-05-05,2024-05-07,STR-006,WH-02,94
SM-01320,PO-01358,2024-07-03,2024-07-05,STR-003,WH-03,23
SM-01321,PO-00557,2024-12-19,2024-12-22,STR-010,WH-03,150
SM-01322,PO-02011,2025-04-04,2025-04-04,STR-005,WH-03,41
SM-01323,PO-00466,2024-12-19,2024-12-21,STR-003,WH-01,113
SM-01324,PO-02421,2024-05-05,2024-05-08,STR-010,WH-01,200
SM-01325,PO-01509,2025-03-22,2025-03-24,STR-002,WH-02,156
SM-01326,PO-00677,2023-12-09,2023-12-14,STR-003,WH-03,66
SM-01327,PO-00339,2024-01-28,2024-02-01,STR-008,WH-02,140
SM-01328,PO-01768,2023-12-09,2023-12-11,STR-006,WH-03,155
SM-01329,PO-01135,2023-12-25,2023-12-26,STR-008,WH-02,90
SM-01330,PO-01334,2024-09-11,2024-09-15,STR-008,WH-01,195
SM-01331,PO-01977,2025-11-07,2025-11-08,STR-010,WH-02,86
SM-01332,PO-00835,2024-12-04,2024-12-07,STR-002,WH-02,64
SM-01333,PO-01237,2024-07-20,2024-07-23,STR-006,WH-01,73
SM-01334,PO-02060,2024-01-17,2024-01-20,STR-002,WH-01,136
SM-01335,PO-01441,2024-01-03,2024-01-05,STR-001,WH-03,127
SM-01336,PO-00647,2025-03-15,2025-03-18,STR-001,WH-03,141
SM-01337,PO-00142,2023-12-27,2024-01-01,STR-004,WH-02,189
SM-01338,PO-01529,2023-12-13,2023-12-16,STR-008,WH-01,116
SM-01339,PO-00764,2023-12-11,2023-12-13,STR-010,WH-03,61
SM-01340,PO-02362,2025-01-31,2025-02-05,STR-002,WH-03,106
SM-01341,PO-01887,2024-11-15,2024-11-20,STR-001,WH-02,90
SM-01342,PO-01330,2025-07-30,2025-08-04,STR-001,WH-02,79
SM-01343,PO-00934,2024-09-27,2024-09-30,STR-010,WH-03,78
SM-01344,PO-00435,2023-12-27,2023-12-28,STR-001,WH-03,14
SM-01345,PO-01229,2023-12-10,2023-12-15,STR-003,WH-02,131
SM-01346,PO-01067,2024-06-15,2024-06-18,STR-010,WH-01,81
SM-01347,PO-02395,2024-11-16,2024-11-17,STR-003,WH-02,37
SM-01348,PO-02149,2023-12-16,2023-12-21,STR-002,WH-02,173
SM-01349,PO-01703,2024-10-28,2024-10-29,STR-010,WH-02,64
SM-01350,PO-00638,2024-05-09,2024-05-12,STR-010,WH-03,124
SM-01351,PO-01315,2025-11-21,2025-11-21,STR-004,WH-01,138
SM-01352,PO-00318,2024-07-31,2024-08-03,STR-002,WH-03,137
SM-01353,PO-00154,2024-04-02,2024-04-06,STR-004,WH-03,104
SM-01354,PO-01621,2024-01-25,2024-01-26,STR-001,WH-02,115
SM-01355,PO-01173,2024-03-22,2024-03-24,STR-003,WH-02,87
SM-01356,PO-01370,2023-12-16,2023-12-20,STR-006,WH-03,51
SM-01357,PO-00014,2024-01-07,2024-01-09,STR-003,WH-01,97
SM-01358,PO-01027,2025-03-03,2025-03-03,STR-007,WH-01,46
SM-01359,PO-01024,2024-03-24,2024-03-25,STR-010,WH-03,135
SM-01360,PO-00342,2024-04-04,2024-04-07,STR-008,WH-03,68
SM-01361,PO-01132,2023-12-26,2023-12-27,STR-007,WH-02,169
SM-01362,PO-01395,2024-01-18,2024-01-19,STR-005,WH-02,194
SM-01363,PO-00208,2024-06-03,2024-06-05,STR-007,WH-01,156
SM-01364,PO-02153,2024-05-05,2024-05-05,STR-002,WH-02,83
SM-01365,PO-01465,2023-12-06,2023-12-08,STR-002,WH-02,96
SM-01366,PO-00547,2024-02-22,2024-02-23,STR-002,WH-03,199
SM-01367,PO-00727,2024-06-02,2024-06-04,STR-001,WH-02,84
SM-01368,PO-00438,2024-06-25,2024-06-29,STR-008,WH-02,27
SM-01369,PO-01569,2024-02-25,2024-03-01,STR-009,WH-03,96
SM-01370,PO-01787,2024-11-20,2024-11-21,STR-005,WH-02,145
SM-01371,PO-01376,2024-02-18,2024-02-20,STR-005,WH-02,65
SM-01372,PO-00808,2025-06-08,2025-06-11,STR-007,WH-01,197
SM-01373,PO-00051,2023-12-13,2023-12-16,STR-003,WH-02,162
SM-01374,PO-00276,2025-03-30,2025-04-02,STR-006,WH-02,151
SM-01375,PO-00478,2025-12-21,2025-12-21,STR-008,WH-01,35
SM-01376,PO-01529,2023-12-13,2023-12-15,STR-008,WH-01,154
SM-01377,PO-00244,2024-05-18,2024-05-21,STR-006,WH-03,161
SM-01378,PO-00731,2024-07-29,2024-08-03,STR-003,WH-02,39
SM-01379,PO-00421,2023-12-21,2023-12-26,STR-005,WH-01,44
SM-01380,PO-02064,2024-05-11,2024-05-11,STR-002,WH-03,82
SM-01381,PO-00029,2023-12-16,2023-12-21,STR-002,WH-03,102
SM-01382,PO-01626,2023-12-17,2023-12-19,STR-010,WH-02,158
SM-01383,PO-00496,2023-12-20,2023-12-24,STR-005,WH-01,92
SM-01384,PO-00631,2023-12-18,2023-12-20,STR-001,WH-02,191
SM-01385,PO-00126,2024-06-05,2024-06-08,STR-002,WH-03,20
SM-01386,PO-00624,2024-01-13,2024-01-18,STR-001,WH-03,175
SM-01387,PO-01240,2024-04-07,2024-04-08,STR-005,WH-02,138
SM-01388,PO-02104,2024-01-29,2024-02-02,STR-009,WH-02,103
SM-01389,PO-01218,2024-11-12,2024-11-12,STR-009,WH-01,47
SM-01390,PO-01898,2024-07-14,2024-07-14,STR-003,WH-01,73
SM-01391,PO-01580,2024-11-16,2024-11-19,STR-008,WH-01,165
SM-01392,PO-00417,2023-12-06,2023-12-09,STR-007,WH-03,187
SM-01393,PO-02363,2024-05-30,2024-06-01,STR-002,WH-01,48
SM-01394,PO-00466,2024-12-19,2024-12-20,STR-009,WH-01,34
SM-01395,PO-00403,2023-12-21,2023-12-26,STR-004,WH-03,90
SM-01396,PO-00563,2023-12-13,2023-12-16,STR-004,WH-02,113
SM-01397,PO-02186,2023-12-08,2023-12-11,STR-003,WH-01,56
SM-01398,PO-02225,2024-01-20,2024-01-21,STR-005,WH-03,196
SM-01399,PO-00514,2025-06-14,2025-06-14,STR-003,WH-01,35
SM-01400,PO-00714,2024-03-02,2024-03-03,STR-007,WH-01,171
SM-01401,PO-00995,2024-10-16,2024-10-18,STR-003,WH-03,90
SM-01402,PO-01012,2024-04-14,2024-04-16,STR-005,WH-01,147
SM-01403,PO-01737,2024-02-29,2024-02-29,STR-008,WH-01,131
SM-01404,PO-01577,2023-12-16,2023-12-18,STR-001,WH-03,168
SM-01405,PO-00811,2024-04-05,2024-04-05,STR-010,WH-01,173
SM-01406,PO-01748,2024-08-22,2024-08-25,STR-007,WH-01,23
SM-01407,PO-02209,2024-07-09,2024-07-11,STR-008,WH-02,29
SM-01408,PO-00163,2023-12-15,2023-12-18,STR-008,WH-03,55
SM-01409,PO-01197,2024-01-25,2024-01-27,STR-001,WH-03,65
SM-01410,PO-00147,2024-01-07,2024-01-08,STR-006,WH-03,186
SM-01411,PO-02451,2024-05-07,2024-05-10,STR-008,WH-02,128
SM-01412,PO-00564,2024-12-05,2024-12-07,STR-006,WH-02,120
SM-01413,PO-01419,2024-10-25,2024-10-29,STR-005,WH-03,200
SM-01414,PO-02179,2023-12-22,2023-12-24,STR-010,WH-03,161
SM-01415,PO-00729,2023-12-14,2023-12-16,STR-008,WH-03,158
SM-01416,PO-02257,2024-11-24,2024-11-24,STR-006,WH-01,66
SM-01417,PO-02276,2024-08-19,2024-08-21,STR-002,WH-02,140
SM-01418,PO-02362,2025-01-31,2025-02-02,STR-004,WH-03,181
SM-01419,PO-00682,2023-12-07,2023-12-11,STR-008,WH-01,142
SM-01420,PO-00088,2024-05-06,2024-05-07,STR-008,WH-03,80
SM-01421,PO-00740,2023-12-18,2023-12-22,STR-004,WH-02,176
SM-01422,PO-00947,2024-04-04,2024-04-09,STR-002,WH-01,164
SM-01423,PO-01505,2023-12-12,2023-12-13,STR-010,WH-03,20
SM-01424,PO-01747,2023-12-24,2023-12-26,STR-010,WH-01,182
SM-01425,PO-00332,2024-11-15,2024-11-17,STR-004,WH-03,89
SM-01426,PO-01916,2025-03-25,2025-03-26,STR-001,WH-03,130
SM-01427,PO-00014,2024-01-08,2024-01-11,STR-008,WH-01,11
SM-01428,PO-02288,2025-07-09,2025-07-10,STR-009,WH-01,82
SM-01429,PO-02367,2024-01-08,2024-01-08,STR-010,WH-02,60
SM-01430,PO-01420,2024-09-20,2024-09-25,STR-008,WH-02,116
SM-01431,PO-01699,2024-08-07,2024-08-09,STR-003,WH-02,11
SM-01432,PO-01333,2023-12-06,2023-12-06,STR-010,WH-02,166
SM-01433,PO-01054,2023-12-24,2023-12-27,STR-009,WH-02,81
SM-01434,PO-00702,2023-12-20,2023-12-25,STR-003,WH-03,95
SM-01435,PO-01379,2025-11-11,2025-11-11,STR-002,WH-03,191
SM-01436,PO-00142,2023-12-28,2023-12-29,STR-006,WH-02,99
SM-01437,PO-01205,2025-02-13,2025-02-13,STR-002,WH-02,63
SM-01438,PO-01452,2023-12-28,2023-12-29,STR-002,WH-01,16
SM-01439,PO-02444,2025-03-28,2025-03-31,STR-007,WH-02,97
SM-01440,PO-00440,2023-12-18,2023-12-20,STR-004,WH-03,112
SM-01441,PO-01457,2023-12-23,2023-12-26,STR-010,WH-03,197
SM-01442,PO-00125,2024-12-17,2024-12-21,STR-005,WH-01,70
SM-01443,PO-02035,2023-12-21,2023-12-23,STR-003,WH-02,76
SM-01444,PO-00551,2024-01-16,2024-01-16,STR-007,WH-02,138
SM-01445,PO-01910,2025-01-21,2025-01-23,STR-001,WH-02,183
SM-01446,PO-00707,2024-02-24,2024-02-29,STR-004,WH-02,38
SM-01447,PO-00574,2024-01-05,2024-01-09,STR-009,WH-02,26
SM-01448,PO-02156,2024-01-10,2024-01-10,STR-010,WH-03,68
SM-01449,PO-01448,2024-03-04,2024-03-08,STR-005,WH-03,199
SM-01450,PO-01312,2024-02-08,2024-02-09,STR-003,WH-03,51
SM-01451,PO-01808,2024-11-02,2024-11-06,STR-006,WH-02,72
SM-01452,PO-02040,2024-04-22,2024-04-23,STR-004,WH-01,88
SM-01453,PO-02484,2023-12-25,2023-12-26,STR-004,WH-03,14
SM-01454,PO-02192,2024-04-13,2024-04-15,STR-009,WH-02,71
SM-01455,PO-00221,2024-08-30,2024-09-02,STR-007,WH-01,158
SM-01456,PO-01063,2024-04-12,2024-04-14,STR-001,WH-01,146
SM-01457,PO-00392,2024-05-06,2024-05-08,STR-009,WH-02,190
SM-01458,PO-01711,2023-12-27,2023-12-30,STR-005,WH-03,101
SM-01459,PO-00380,2025-01-03,2025-01-05,STR-001,WH-03,27
SM-01460,PO-02052,2023-12-18,2023-12-19,STR-003,WH-03,190
SM-01461,PO-01036,2024-02-26,2024-02-27,STR-001,WH-03,124
SM-01462,PO-00187,2025-04-22,2025-04-22,STR-003,WH-03,118
SM-01463,PO-00257,2023-12-16,2023-12-21,STR-007,WH-03,130
SM-01464,PO-02183,2023-12-10,2023-12-12,STR-008,WH-02,57
SM-01465,PO-00264,2025-01-05,2025-01-10,STR-005,WH-01,156
SM-01466,PO-01959,2024-01-07,2024-01-09,STR-001,WH-02,15
SM-01467,PO-01148,2024-07-26,2024-07-26,STR-004,WH-01,180
SM-01468,PO-02030,2024-01-06,2024-01-08,STR-005,WH-02,88
SM-01469,PO-01252,2023-12-28,2023-12-29,STR-003,WH-01,115
SM-01470,PO-01480,2023-12-26,2023-12-27,STR-002,WH-02,85
SM-01471,PO-01619,2024-10-27,2024-10-28,STR-001,WH-03,171
SM-01472,PO-01198,2025-09-01,2025-09-02,STR-002,WH-02,70
SM-01473,PO-01378,2024-04-30,2024-05-01,STR-006,WH-03,156
SM-01474,PO-01243,2024-02-07,2024-02-11,STR-003,WH-01,47
SM-01475,PO-00524,2023-12-11,2023-12-14,STR-004,WH-01,118
SM-01476,PO-01902,2023-12-24,2023-12-25,STR-003,WH-03,135
SM-01477,PO-01548,2024-01-29,2024-02-03,STR-002,WH-03,163
SM-01478,PO-02291,2024-11-21,2024-11-25,STR-010,WH-02,193
SM-01479,PO-02269,2023-12-17,2023-12-21,STR-008,WH-03,131
SM-01480,PO-01794,2023-12-20,2023-12-22,STR-006,WH-03,138
SM-01481,PO-01968,2023-12-11,2023-12-12,STR-008,WH-02,42
SM-01482,PO-00873,2025-06-07,2025-06-08,STR-010,WH-03,146
SM-01483,PO-02351,2024-02-07,2024-02-11,STR-004,WH-02,174
SM-01484,PO-00659,2025-01-17,2025-01-22,STR-001,WH-01,131
SM-01485,PO-00921,2024-06-06,2024-06-09,STR-001,WH-02,39
SM-01486,PO-02405,2023-12-27,2023-12-30,STR-005,WH-01,199
SM-01487,PO-02054,2024-04-14,2024-04-15,STR-007,WH-01,175
SM-01488,PO-01869,2024-02-28,2024-02-29,STR-004,WH-03,147
SM-01489,PO-02276,2024-08-18,2024-08-21,STR-001,WH-02,178
SM-01490,PO-01650,2024-04-09,2024-04-10,STR-005,WH-02,73
SM-01491,PO-00439,2025-06-30,2025-07-03,STR-006,WH-03,140
SM-01492,PO-01358,2024-07-02,2024-07-07,STR-010,WH-03,37
SM-01493,PO-02210,2025-02-05,2025-02-05,STR-006,WH-03,194
SM-01494,PO-00575,2024-11-27,2024-11-30,STR-001,WH-03,88
SM-01495,PO-02462,2024-05-14,2024-05-19,STR-004,WH-02,56
SM-01496,PO-01836,2023-12-20,2023-12-25,STR-002,WH-02,90
SM-01497,PO-01031,2024-02-18,2024-02-20,STR-001,WH-02,142
SM-01498,PO-01287,2023-12-11,2023-12-12,STR-007,WH-02,45
SM-01499,PO-00224,2025-01-12,2025-01-13,STR-008,WH-01,100
SM-01500,PO-00808,2025-06-09,2025-06-12,STR-008,WH-01,57
SM-01501,PO-00226,2024-11-11,2024-11-14,STR-006,WH-03,194
SM-01502,PO-01379,2025-11-13,2025-11-13,STR-004,WH-03,78
SM-01503,PO-01157,2024-02-11,2024-02-16,STR-001,WH-03,191
SM-01504,PO-02431,2024-03-19,2024-03-19,STR-007,WH-01,188
SM-01505,PO-02062,2025-02-22,2025-02-27,STR-009,WH-02,52
SM-01506,PO-00555,2024-12-17,2024-12-18,STR-002,WH-02,126
SM-01507,PO-00573,2025-06-13,2025-06-14,STR-001,WH-03,168
SM-01508,PO-01272,2023-12-21,2023-12-22,STR-008,WH-02,54
SM-01509,PO-01209,2023-12-28,2024-01-01,STR-007,WH-01,103
SM-01510,PO-02015,2023-12-11,2023-12-12,STR-009,WH-03,81
SM-01511,PO-00389,2024-07-13,2024-07-16,STR-001,WH-01,151
SM-01512,PO-01752,2024-03-29,2024-03-30,STR-007,WH-02,143
SM-01513,PO-01714,2023-12-14,2023-12-16,STR-005,WH-01,120
SM-01514,PO-00517,2023-12-25,2023-12-29,STR-005,WH-02,25
SM-01515,PO-01060,2023-12-31,2024-01-04,STR-010,WH-03,130
SM-01516,PO-00337,2024-10-25,2024-10-26,STR-002,WH-03,138
SM-01517,PO-01898,2024-07-12,2024-07-14,STR-008,WH-01,72
SM-01518,PO-00644,2025-02-10,2025-02-11,STR-006,WH-01,187
SM-01519,PO-01169,2024-12-03,2024-12-04,STR-005,WH-03,128
SM-01520,PO-01001,2024-01-18,2024-01-22,STR-003,WH-03,178
SM-01521,PO-01734,2024-12-27,2024-12-27,STR-009,WH-01,133
SM-01522,PO-01051,2023-12-22,2023-12-23,STR-010,WH-02,64
SM-01523,PO-00234,2024-08-12,2024-08-17,STR-005,WH-03,35
SM-01524,PO-01901,2023-12-22,2023-12-27,STR-008,WH-03,199
SM-01525,PO-02049,2023-12-22,2023-12-24,STR-010,WH-01,76
SM-01526,PO-01655,2023-12-16,2023-12-19,STR-010,WH-02,129
SM-01527,PO-00092,2024-11-18,2024-11-19,STR-005,WH-03,36
SM-01528,PO-00785,2024-05-20,2024-05-25,STR-001,WH-01,119
SM-01529,PO-01182,2024-03-16,2024-03-18,STR-004,WH-01,31
SM-01530,PO-01083,2023-12-23,2023-12-27,STR-006,WH-01,105
SM-01531,PO-00397,2024-10-06,2024-10-08,STR-009,WH-03,128
SM-01532,PO-01505,2023-12-12,2023-12-16,STR-010,WH-03,17
SM-01533,PO-00089,2025-04-08,2025-04-10,STR-004,WH-01,127
SM-01534,PO-01110,2024-08-31,2024-09-02,STR-004,WH-03,100
SM-01535,PO-01562,2024-01-31,2024-02-01,STR-008,WH-03,110
SM-01536,PO-01355,2025-05-10,2025-05-10,STR-004,WH-02,90
SM-01537,PO-00375,2025-10-25,2025-10-26,STR-003,WH-01,28
SM-01538,PO-01379,2025-11-11,2025-11-12,STR-005,WH-03,39
SM-01539,PO-02425,2023-12-13,2023-12-15,STR-001,WH-03,17
SM-01540,PO-01554,2025-08-26,2025-08-27,STR-001,WH-02,73
SM-01541,PO-01647,2025-07-17,2025-07-18,STR-010,WH-02,14
SM-01542,PO-01477,2024-10-13,2024-10-14,STR-003,WH-01,182
SM-01543,PO-01267,2023-12-13,2023-12-17,STR-005,WH-02,122
SM-01544,PO-01001,2024-01-17,2024-01-22,STR-006,WH-03,77
SM-01545,PO-00558,2023-12-31,2024-01-01,STR-006,WH-02,41
SM-01546,PO-01677,2024-02-17,2024-02-20,STR-002,WH-03,181
SM-01547,PO-02339,2023-12-21,2023-12-24,STR-010,WH-03,198
SM-01548,PO-00581,2025-05-19,2025-05-20,STR-007,WH-03,146
SM-01549,PO-01128,2024-03-25,2024-03-27,STR-006,WH-02,122
SM-01550,PO-01298,2023-12-11,2023-12-15,STR-009,WH-01,145
SM-01551,PO-00522,2024-01-07,2024-01-08,STR-010,WH-01,146
SM-01552,PO-00437,2024-06-03,2024-06-08,STR-005,WH-02,178
SM-01553,PO-01274,2024-11-12,2024-11-14,STR-001,WH-02,44
SM-01554,PO-00799,2024-10-24,2024-10-27,STR-006,WH-01,161
SM-01555,PO-00943,2025-03-03,2025-03-04,STR-006,WH-01,187
SM-01556,PO-00845,2024-01-24,2024-01-26,STR-006,WH-02,140
SM-01557,PO-02122,2025-10-15,2025-10-16,STR-001,WH-03,136
SM-01558,PO-01295,2024-01-08,2024-01-13,STR-001,WH-01,32
SM-01559,PO-02400,2023-12-25,2023-12-28,STR-008,WH-03,76
SM-01560,PO-01208,2024-05-13,2024-05-15,STR-003,WH-03,81
SM-01561,PO-01939,2023-12-26,2023-12-30,STR-008,WH-03,74
SM-01562,PO-01169,2024-12-05,2024-12-05,STR-005,WH-03,77
SM-01563,PO-02406,2024-03-20,2024-03-23,STR-004,WH-03,119
SM-01564,PO-01157,2024-02-10,2024-02-14,STR-001,WH-03,12
SM-01565,PO-01584,2024-04-30,2024-05-05,STR-010,WH-01,44
SM-01566,PO-01599,2023-12-10,2023-12-14,STR-005,WH-03,42
SM-01567,PO-01874,2024-03-05,2024-03-05,STR-006,WH-03,137
SM-01568,PO-01895,2024-12-30,2025-01-04,STR-010,WH-01,100
SM-01569,PO-01189,2024-05-13,2024-05-18,STR-007,WH-01,35
SM-01570,PO-00573,2025-06-12,2025-06-15,STR-002,WH-03,16
SM-01571,PO-01917,2024-02-04,2024-02-07,STR-003,WH-03,100
SM-01572,PO-00812,2024-07-15,2024-07-16,STR-010,WH-01,33
SM-01573,PO-01779,2024-04-13,2024-04-18,STR-001,WH-02,66
SM-01574,PO-00579,2024-01-25,2024-01-26,STR-005,WH-01,122
SM-01575,PO-02309,2023-12-29,2023-12-31,STR-003,WH-02,102
SM-01576,PO-00427,2025-03-19,2025-03-19,STR-008,WH-02,41
SM-01577,PO-01615,2023-12-31,2024-01-02,STR-001,WH-03,105
SM-01578,PO-00241,2023-12-16,2023-12-21,STR-004,WH-02,86
SM-01579,PO-01010,2024-06-27,2024-07-02,STR-010,WH-01,76
SM-01580,PO-01096,2023-12-22,2023-12-27,STR-003,WH-01,156
SM-01581,PO-01465,2023-12-07,2023-12-09,STR-003,WH-02,119
SM-01582,PO-00372,2025-04-18,2025-04-21,STR-008,WH-01,155
SM-01583,PO-01697,2025-01-23,2025-01-26,STR-005,WH-01,164
SM-01584,PO-01452,2023-12-27,2023-12-31,STR-010,WH-01,197
