customer_id,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,rfm_segment,promo_sensitivity,segment
CUS-00724,9,35,16497.9,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00725,8,46,22906.46,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-00726,199,51,21336.07,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00727,7,47,14191.46,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00728,236,59,26316.39,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00729,28,49,19917.57,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00730,17,99,49305.37,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00731,28,222,94896.03,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00732,27,159,64358.31,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00733,8,140,56824.75,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00734,48,158,69317.44,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00735,27,58,22802.04,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00736,16,230,96097.79,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00737,1,42,17139.95,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00738,112,43,23815.72,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00739,50,47,19898.48,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00740,74,54,27151.120000000003,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00741,116,50,27894.34,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00742,17,148,60497.79,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00743,75,80,36008.75,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00744,73,43,16755.12,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00745,52,96,43352.32,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00746,12,78,34983.270000000004,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00747,52,138,51510.46,2,4,3,243,Potential Loyalists,0.33333333333333337,loyal_full_price
CUS-00748,209,52,21823.62,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00749,50,134,64612.58,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-00750,266,37,19107.52,1,1,1,111,Lost,1.0,price_sensitive
CUS-00751,200,49,28649.71,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00752,86,49,24676.8,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00753,72,60,25050.38,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00754,96,49,20458.66,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00755,90,101,42436.44,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00756,3,106,53037.41,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00757,97,105,53786.79,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00758,22,146,58466.6,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00759,229,47,13820.29,1,1,1,111,Lost,1.0,price_sensitive
CUS-00760,39,39,18315.55,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00761,116,94,51765.63,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00762,12,99,39141.26,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00763,60,137,54322.13,2,4,3,243,Potential Loyalists,0.33333333333333337,loyal_full_price
CUS-00764,91,99,40773.12,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00765,79,46,22388.24,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00766,10,252,123123.18,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00767,3,97,37700.25,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-00768,27,104,51875.229999999996,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00769,175,55,21720.24,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00770,35,39,15476.59,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00771,27,86,41013.34,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-00772,39,41,17408.34,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00773,44,85,34235.28,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00774,1,230,117732.97,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00775,51,137,64304.01,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00776,56,151,72254.33,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00777,72,258,115091.45,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00778,37,141,62721.03,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00779,28,90,37637.22,3,2,2,322,About to Sleep,0.6666666666666667,promo_lover
CUS-00780,8,104,40542.03,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00781,97,50,26055.3,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00782,215,92,36298.0,1,3,2,132,At Risk,0.6666666666666667,promo_lover
CUS-00783,38,94,47089.79,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00784,52,80,35491.21,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00785,84,88,30390.39,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00786,91,53,25489.31,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00787,26,148,83235.94,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00788,71,158,66856.88,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00789,70,43,19392.09,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00790,77,99,34638.88,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-00791,70,91,40785.77,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00792,313,33,12306.65,1,1,1,111,Lost,1.0,price_sensitive
CUS-00793,134,41,12869.76,1,1,1,111,Lost,1.0,price_sensitive
CUS-00794,8,91,38350.13,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00795,65,53,18816.78,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-00796,160,154,67053.89,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-00797,75,95,51597.28,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00798,26,139,48894.49,3,4,3,343,Loyal,0.33333333333333337,loyal_full_price
CUS-00799,28,52,19952.54,3,2,1,321,About to Sleep,1.0,price_sensitive
CUS-00800,135,49,21987.94,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00801,119,45,17436.29,1,1,1,111,Lost,1.0,price_sensitive
CUS-00802,38,243,106907.98,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00803,57,74,26996.170000000002,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00804,3,120,35653.48,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-00805,56,45,16048.02,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00806,50,218,79566.58,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00807,160,51,19022.59,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00808,129,50,25409.44,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00809,96,157,71935.88,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00810,2,230,96208.84,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00811,4,115,56416.08,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00812,9,120,44497.3,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00813,27,238,115011.34999999999,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00814,8,261,111289.71,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00815,48,137,70203.93,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00816,139,58,20526.170000000002,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00817,186,153,61315.79,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-00818,70,41,17499.83,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00819,7,92,49800.67,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00820,53,46,19871.99,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00821,2,42,14794.92,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00822,69,41,23754.71,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00823,17,146,61278.84,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00824,2,102,44990.29,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00825,81,135,48740.27,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00826,240,53,19667.39,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00827,72,96,51285.29,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00828,8,119,52623.44,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00829,134,48,17117.86,1,1,1,111,Lost,1.0,price_sensitive
CUS-00830,56,100,49957.12,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00831,1,65,31554.78,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00832,9,46,20506.719999999998,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00833,49,94,38349.9,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00834,71,95,42803.77,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00835,112,98,37095.27,1,3,2,132,At Risk,0.6666666666666667,promo_lover
CUS-00836,7,78,30728.81,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00837,130,60,22206.18,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00838,2,102,37501.89,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-00839,51,124,58425.39,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-00840,29,124,42601.75,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00841,2,138,60102.340000000004,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00842,28,50,17352.28,3,2,1,321,About to Sleep,1.0,price_sensitive
CUS-00843,2,107,41796.55,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00844,267,52,19795.72,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00845,139,49,18925.71,1,1,1,111,Lost,1.0,price_sensitive
CUS-00846,134,48,21444.73,1,1,1,111,Lost,1.0,price_sensitive
CUS-00847,74,222,87358.8,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00848,49,89,45242.06,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-00849,164,109,50306.47,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00850,76,151,64070.09,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00851,52,51,22936.98,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00852,10,50,19757.32,4,2,1,421,Need Attention,1.0,price_sensitive
CUS-00853,8,245,106257.67,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00854,18,148,64034.91,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00855,78,92,38178.18,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00856,173,150,61032.78,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-00857,51,113,44716.97,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00858,27,161,75096.11,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00859,26,121,49741.24,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00860,11,45,19640.399999999998,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00861,64,138,61062.18,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00862,57,50,24293.18,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00863,145,44,13856.5,1,1,1,111,Lost,1.0,price_sensitive
CUS-00864,27,48,17368.57,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00865,8,44,15189.4,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00866,73,45,26054.54,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00867,144,48,24148.07,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00868,68,160,61949.27,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00869,50,41,26401.010000000002,3,1,2,312,Need Attention,0.6666666666666667,price_sensitive
CUS-00870,186,49,20251.42,1,1,1,111,Lost,1.0,price_sensitive
CUS-00871,116,95,39557.6,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00872,130,52,26472.99,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00873,125,34,10312.7,1,1,1,111,Lost,1.0,price_sensitive
CUS-00874,41,214,101103.83,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00875,22,143,67724.61,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00876,12,216,92832.5,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00877,112,42,24480.35,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00878,50,242,102270.31,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00879,36,141,73284.13,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00880,113,210,92727.0,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-00881,70,95,34449.08,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-00882,66,91,34975.33,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-00883,8,99,43924.97,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00884,52,98,46411.76,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00885,17,58,24896.29,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00886,10,135,59103.43,4,3,4,434,Champions,0.0,loyal_full_price
CUS-00887,114,121,55005.05,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00888,302,33,13056.99,1,1,1,111,Lost,1.0,price_sensitive
CUS-00889,49,141,55119.12,3,4,3,343,Loyal,0.33333333333333337,loyal_full_price
CUS-00890,186,111,40980.68,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00891,7,54,25870.61,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00892,107,51,28001.78,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00893,46,156,62677.52,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00894,231,48,25754.7,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00895,134,52,31569.43,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00896,63,91,41188.4,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00897,50,135,64699.04,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-00898,94,153,59744.07,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00899,49,37,17447.65,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00900,108,96,42627.54,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00901,7,104,49054.8,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00902,113,52,19751.73,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00903,52,159,66460.82,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00904,38,91,35221.3,3,3,2,332,Potential Loyalists,0.6666666666666667,promo_lover
CUS-00905,18,247,119676.08,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00906,35,91,43125.21,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00907,51,57,22497.27,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00908,39,230,92276.47,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00909,11,56,20319.760000000002,4,2,1,421,Need Attention,1.0,price_sensitive
CUS-00910,80,51,22195.04,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00911,7,147,57084.88,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00912,3,48,23743.97,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-00913,117,47,21686.08,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00914,49,46,16662.16,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00915,121,51,24397.33,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00916,74,152,62078.32,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00917,50,126,58109.76,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-00918,28,58,26454.45,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00919,115,157,69291.29,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-00920,7,133,60684.42,4,3,4,434,Champions,0.0,loyal_full_price
CUS-00921,10,44,21945.19,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-00922,49,56,26489.11,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00923,52,103,34266.57,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-00924,81,38,15110.77,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00925,77,57,22998.41,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00926,159,90,43092.4,1,2,3,123,Need Attention,0.33333333333333337,loyal_full_price
CUS-00927,113,89,30814.57,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00928,64,81,36186.82,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00929,120,49,22134.8,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00930,53,44,14535.0,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00931,172,58,20485.66,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00932,51,159,77856.88,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00933,3,248,107340.49,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00934,10,152,66943.7,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00935,17,201,96997.66,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00936,12,152,63039.7,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00937,163,49,19632.7,1,1,1,111,Lost,1.0,price_sensitive
CUS-00938,68,83,27308.12,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00939,27,81,32787.19,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00940,159,129,59881.73,1,3,4,134,New Customers,0.0,loyal_full_price
CUS-00941,162,59,24396.22,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00942,96,49,21537.35,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00943,38,239,107554.47,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00944,22,93,41145.38,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00945,29,86,32322.15,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00946,131,49,15015.06,1,1,1,111,Lost,1.0,price_sensitive
CUS-00947,52,47,25325.76,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00948,39,250,120153.11,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00949,72,43,17516.1,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00950,80,45,16941.1,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00951,28,140,65197.24,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00952,119,52,16502.53,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00953,11,238,101167.72,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00954,39,87,50942.72,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-00955,52,128,55114.61,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00956,71,97,46414.17,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00957,27,256,110276.14,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00958,10,164,68025.75,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00959,188,87,34419.4,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00960,187,52,20079.5,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00961,56,79,33328.46,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00962,48,56,25209.16,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00963,28,91,38586.56,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00964,18,109,48032.2,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00965,96,162,63611.55,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00966,9,135,54414.73,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00967,52,129,46224.6,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00968,12,96,37142.28,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-00969,3,145,58647.81,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00970,2,96,33863.23,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-00971,72,84,36555.88,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00972,28,259,116205.25,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00973,67,236,104109.5,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00974,1,130,53156.8,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00975,48,106,43419.46,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00976,9,178,80742.49,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00977,130,51,17170.239999999998,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00978,233,46,25752.71,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00979,143,146,48334.63,1,4,3,143,New Customers,0.33333333333333337,loyal_full_price
CUS-00980,16,260,108272.66,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00981,112,103,47722.09,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00982,157,139,50018.67,1,4,3,143,New Customers,0.33333333333333337,loyal_full_price
CUS-00983,28,99,47945.77,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00984,81,178,77632.5,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00985,75,153,69485.84,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00986,11,139,69483.03,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00987,64,132,61502.119999999995,2,3,4,234,Potential Loyalists,0.0,loyal_full_price
CUS-00988,134,50,20365.23,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00989,70,107,38304.67,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00990,49,89,35793.22,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00991,28,36,14920.04,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00992,164,50,13462.75,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00993,231,50,14095.92,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00994,81,44,26360.56,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00995,80,49,23648.47,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00996,116,90,49117.42,1,2,3,123,Need Attention,0.33333333333333337,loyal_full_price
CUS-00997,2,207,85151.43,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00998,38,125,51459.45,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00999,52,39,13464.85,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01000,173,52,21804.66,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01001,2,132,68968.91,4,3,4,434,Champions,0.0,loyal_full_price
CUS-01002,27,103,52958.86,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01003,125,46,20455.54,1,1,1,111,Lost,1.0,price_sensitive
CUS-01004,69,85,37605.29,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01005,211,55,20931.73,1,2,1,121,At Risk,1.0,price_sensitive
CUS-01006,36,80,35695.09,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01007,8,89,35426.43,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-01008,23,49,19805.47,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01009,70,51,21331.39,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-01010,27,43,14731.92,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01011,2,96,38470.95,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01012,71,227,88307.44,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01013,112,53,18672.52,1,2,1,121,At Risk,1.0,price_sensitive
CUS-01014,8,160,65429.11,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01015,107,141,61375.63,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-01016,39,78,35818.49,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01017,17,118,43347.96,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01018,75,130,52608.3,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01019,2,88,39617.1,4,2,3,423,Loyal,0.33333333333333337,occasional
CUS-01020,3,145,56971.89,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01021,38,98,47407.14,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01022,90,37,14242.73,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01023,50,142,71987.06,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01024,11,249,110394.39,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01025,64,148,66813.51,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01026,96,142,61839.7,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01027,53,41,18099.85,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01028,1,40,16630.54,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-01029,16,160,68727.76,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01030,67,92,36818.46,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-01031,3,95,44656.15,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01032,66,46,13439.66,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01033,9,55,27197.32,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-01034,17,118,55702.97,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01035,291,43,18626.84,1,1,1,111,Lost,1.0,price_sensitive
CUS-01036,114,39,22462.22,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-01037,170,53,33555.63,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01038,52,98,43471.909999999996,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01039,67,152,67929.1,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01040,1,143,67718.92,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01041,106,106,34680.77,1,3,2,132,At Risk,0.6666666666666667,promo_lover
CUS-01042,107,91,48449.55,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
